,areacode_m,areaname_m,garea_large.areacode_l,garea_large.areaname_l,pref.pref_code,pref.pref_name
629,AREAM3188,本町・堺筋本町,AREAL3182,淀屋橋・本町・北浜,PREF27,大阪府
630,AREAM3190,阿波座・京町堀,AREAL3182,淀屋橋・本町・北浜,PREF27,大阪府
631,AREAM3306,守口,AREAL3305,京阪エリア,PREF27,大阪府
632,AREAM3307,枚方・交野,AREAL3305,京阪エリア,PREF27,大阪府
633,AREAM3308,大東・四條畷,AREAL3305,京阪エリア,PREF27,大阪府
634,AREAM3309,八尾,AREAL3306,東大阪・八尾,PREF27,大阪府
635,AREAM3312,堺,AREAL3310,堺・なかもず,PREF27,大阪府
636,AREAM3313,なかもず・深井・北野田,AREAL3310,堺・なかもず,PREF27,大阪府
637,AREAM3414,四条烏丸・烏丸御池,AREAL3414,烏丸・大宮,PREF26,京都府
638,AREAM3416,西院,AREAL3413,西院・桂・長岡京,PREF26,京都府
639,AREAM3432,桂・西京極,AREAL3413,西院・桂・長岡京,PREF26,京都府
640,AREAM3434,嵐山,AREAL3432,嵐山・嵯峨野,PREF26,京都府
641,AREAM3442,伏見・醍醐,AREAL3442,伏見・山科・宇治,PREF26,京都府
642,AREAM3462,向日・長岡京,AREAL3413,西院・桂・長岡京,PREF26,京都府
643,AREAM3464,八幡・京田辺,AREAL3442,伏見・山科・宇治,PREF26,京都府
644,AREAM3481,舞鶴・宮津・京丹後,AREAL3438,大原・京都北部,PREF26,京都府
645,AREAM3482,福知山・綾部,AREAL3438,大原・京都北部,PREF26,京都府
646,AREAM3483,亀岡,AREAL3438,大原・京都北部,PREF26,京都府
647,AREAM3611,大和高田,AREAL3605,大和高田・橿原,PREF29,奈良県
648,AREAM3612,橿原,AREAL3605,大和高田・橿原,PREF29,奈良県
649,AREAM3704,栗東,AREAL3700,草津・栗東,PREF25,滋賀県
650,AREAM3709,野洲,AREAL3704,守山・野洲,PREF25,滋賀県
651,AREAM3712,草津・南草津,AREAL3700,草津・栗東,PREF25,滋賀県
652,AREAM3824,茶屋町・中崎町,AREAL3102,梅田・北新地,PREF27,大阪府
653,AREAM3840,門真,AREAL3305,京阪エリア,PREF27,大阪府
654,AREAM3841,寝屋川,AREAL3305,京阪エリア,PREF27,大阪府
655,AREAM3842,東大阪,AREAL3306,東大阪・八尾,PREF27,大阪府
656,AREAM3843,四条大宮,AREAL3414,烏丸・大宮,PREF26,京都府
657,AREAM3845,嵯峨野・太秦,AREAL3432,嵐山・嵯峨野,PREF26,京都府
658,AREAM3847,宇治,AREAL3442,伏見・山科・宇治,PREF26,京都府
659,AREAM3848,山科,AREAL3442,伏見・山科・宇治,PREF26,京都府
660,AREAM3866,守山,AREAL3704,守山・野洲,PREF25,滋賀県
661,AREAM3102,梅田・大阪駅,AREAL3102,梅田・北新地,PREF27,大阪府
662,AREAM3438,大原・鞍馬・貴船,AREAL3438,大原・京都北部,PREF26,京都府
663,AREAM3108,北新地,AREAL3102,梅田・北新地,PREF27,大阪府
664,AREAM3826,西梅田,AREAL3102,梅田・北新地,PREF27,大阪府
665,AREAM3112,東通り・堂山,AREAL3102,梅田・北新地,PREF27,大阪府
666,AREAM3113,東梅田・お初天神・太融寺,AREAL3102,梅田・北新地,PREF27,大阪府
667,AREAM3118,（大阪）福島・野田・中之島,AREAL3102,梅田・北新地,PREF27,大阪府
668,AREAM3144,なんば（難波）,AREAL3142,難波・道頓堀,PREF27,大阪府
669,AREAM3150,（大阪）日本橋,AREAL3142,難波・道頓堀,PREF27,大阪府
670,AREAM3146,芦原・今宮,AREAL3142,難波・道頓堀,PREF27,大阪府
671,AREAM3208,西天満,AREAL3206,天満・天神橋筋・南森町,PREF27,大阪府
672,AREAM3830,南森町,AREAL3206,天満・天神橋筋・南森町,PREF27,大阪府
673,AREAM3206,天満・天神橋筋,AREAL3206,天満・天神橋筋・南森町,PREF27,大阪府
674,AREAM3204,天満橋,AREAL3208,天満橋・谷町四丁目,PREF27,大阪府
675,AREAM3202,谷町・谷町四丁目,AREAL3208,天満橋・谷町四丁目,PREF27,大阪府
676,AREAM3222,鶴橋,AREAL3223,鶴橋・上本町,PREF27,大阪府
677,AREAM3831,上本町,AREAL3223,鶴橋・上本町,PREF27,大阪府
678,AREAM3224,（大阪）京橋,AREAL3222,京橋・OBP,PREF27,大阪府
679,AREAM3326,鶴見・都島,AREAL3222,京橋・OBP,PREF27,大阪府
680,AREAM3242,九条,AREAL3242,ユニバーサルシティ・大阪南港・九条,PREF27,大阪府
681,AREAM3246,天保山・弁天町・USJ,AREAL3242,ユニバーサルシティ・大阪南港・九条,PREF27,大阪府
682,AREAM3244,大阪南港,AREAL3242,ユニバーサルシティ・大阪南港・九条,PREF27,大阪府
683,AREAM3248,大正・住之江,AREAL3242,ユニバーサルシティ・大阪南港・九条,PREF27,大阪府
684,AREAM3264,天王寺・阿倍野,AREAL3264,天王寺・新世界・住吉,PREF27,大阪府
685,AREAM3262,新世界,AREAL3264,天王寺・新世界・住吉,PREF27,大阪府
686,AREAM3270,天下茶屋・西成,AREAL3264,天王寺・新世界・住吉,PREF27,大阪府
687,AREAM3266,住吉,AREAL3264,天王寺・新世界・住吉,PREF27,大阪府
688,AREAM3268,生野・平野,AREAL3264,天王寺・新世界・住吉,PREF27,大阪府
689,AREAM3282,新大阪駅,AREAL3282,新大阪・西中島・十三,PREF27,大阪府
690,AREAM3288,西中島南方,AREAL3282,新大阪・西中島・十三,PREF27,大阪府
691,AREAM3284,十三・淀川,AREAL3282,新大阪・西中島・十三,PREF27,大阪府
692,AREAM3286,上新庄・東淀川,AREAL3282,新大阪・西中島・十三,PREF27,大阪府
693,AREAM3834,千里中央,AREAL3302,江坂・千里中央・豊中,PREF27,大阪府
694,AREAM3835,豊中,AREAL3302,江坂・千里中央・豊中,PREF27,大阪府
695,AREAM3864,池田・阪急石橋,AREAL3302,江坂・千里中央・豊中,PREF27,大阪府
696,AREAM3836,箕面・能勢,AREAL3302,江坂・千里中央・豊中,PREF27,大阪府
697,AREAM3302,江坂,AREAL3302,江坂・千里中央・豊中,PREF27,大阪府
698,AREAM3322,吹田・摂津,AREAL3302,江坂・千里中央・豊中,PREF27,大阪府
699,AREAM3304,茨木,AREAL3304,茨木・高槻,PREF27,大阪府
700,AREAM3839,高槻,AREAL3304,茨木・高槻,PREF27,大阪府
701,AREAM3310,松原・藤井寺・河内長野,AREAL3308,松原・藤井寺・河内長野,PREF27,大阪府
702,AREAM3314,岸和田・和泉・泉佐野,AREAL3314,岸和田・和泉・泉佐野,PREF27,大阪府
703,AREAM3402,四条河原町周辺・寺町,AREAL3402,河原町・木屋町・先斗町,PREF26,京都府
704,AREAM3418,木屋町・先斗町,AREAL3402,河原町・木屋町・先斗町,PREF26,京都府
705,AREAM3413,二条城,AREAL3412,京都御所・西陣・二条城,PREF26,京都府
706,AREAM3844,京都御所・西陣,AREAL3412,京都御所・西陣・二条城,PREF26,京都府
707,AREAM3404,京都駅,AREAL3404,京都駅・南区,PREF26,京都府
708,AREAM3406,七条・丹波口,AREAL3404,京都駅・南区,PREF26,京都府
709,AREAM3408,東寺・東福寺,AREAL3404,京都駅・南区,PREF26,京都府
710,AREAM3410,吉祥院・鳥羽,AREAL3404,京都駅・南区,PREF26,京都府
711,AREAM3422,祇園,AREAL3422,祇園・岡崎・清水寺,PREF26,京都府
712,AREAM3423,円山公園・高台寺・清水寺,AREAL3422,祇園・岡崎・清水寺,PREF26,京都府
713,AREAM3424,岡崎・平安神宮・南禅寺,AREAL3422,祇園・岡崎・清水寺,PREF26,京都府
714,AREAM3436,銀閣寺・北白川・出町柳,AREAL3436,金閣寺・北山・銀閣寺,PREF26,京都府
715,AREAM3444,上賀茂・北山（京都）,AREAL3436,金閣寺・北山・銀閣寺,PREF26,京都府
716,AREAM3446,金閣寺・衣笠,AREAL3436,金閣寺・北山・銀閣寺,PREF26,京都府
717,AREAM3502,三宮,AREAL3502,三宮・元町,PREF28,兵庫県
718,AREAM3506,新神戸・北野・異人館,AREAL3502,三宮・元町,PREF28,兵庫県
719,AREAM3508,神戸元町・トアロード,AREAL3502,三宮・元町,PREF28,兵庫県
720,AREAM3849,南京町・旧居留地,AREAL3502,三宮・元町,PREF28,兵庫県
721,AREAM3850,神戸,AREAL3512,神戸,PREF28,兵庫県
722,AREAM3851,六甲,AREAL3518,灘・東灘,PREF28,兵庫県
723,AREAM3518,王子・灘,AREAL3518,灘・東灘,PREF28,兵庫県
724,AREAM3520,住吉,AREAL3518,灘・東灘,PREF28,兵庫県
725,AREAM3852,御影,AREAL3518,灘・東灘,PREF28,兵庫県
726,AREAM3853,岡本・本山,AREAL3518,灘・東灘,PREF28,兵庫県
727,AREAM3524,須磨,AREAL3524,須磨・垂水・舞子,PREF28,兵庫県
728,AREAM3525,垂水,AREAL3524,須磨・垂水・舞子,PREF28,兵庫県
729,AREAM3578,神戸市北区・有馬温泉,AREAL3578,神戸市北区・有馬・三田,PREF28,兵庫県
730,AREAM3576,三田,AREAL3578,神戸市北区・有馬・三田,PREF28,兵庫県
731,AREAM3854,ハーバーランド,AREAL3542,神戸ベイエリア,PREF28,兵庫県
732,AREAM3542,メリケンパーク,AREAL3542,神戸ベイエリア,PREF28,兵庫県
733,AREAM3544,ポートアイランド,AREAL3542,神戸ベイエリア,PREF28,兵庫県
734,AREAM3865,六甲アイランド,AREAL3542,神戸ベイエリア,PREF28,兵庫県
735,AREAM3570,西宮,AREAL3570,西宮・芦屋,PREF28,兵庫県
736,AREAM3574,芦屋,AREAL3570,西宮・芦屋,PREF28,兵庫県
737,AREAM3572,夙川,AREAL3570,西宮・芦屋,PREF28,兵庫県
738,AREAM3568,甲子園,AREAL3570,西宮・芦屋,PREF28,兵庫県
739,AREAM3566,尼崎,AREAL3562,尼崎・伊丹・宝塚,PREF28,兵庫県
740,AREAM3562,宝塚,AREAL3562,尼崎・伊丹・宝塚,PREF28,兵庫県
741,AREAM3855,伊丹,AREAL3562,尼崎・伊丹・宝塚,PREF28,兵庫県
742,AREAM3564,川西,AREAL3562,尼崎・伊丹・宝塚,PREF28,兵庫県
743,AREAM3582,加古川,AREAL3582,姫路・加古川,PREF28,兵庫県
744,AREAM3856,西脇,AREAL3582,姫路・加古川,PREF28,兵庫県
745,AREAM3584,姫路,AREAL3582,姫路・加古川,PREF28,兵庫県
746,AREAM3857,赤穂,AREAL3582,姫路・加古川,PREF28,兵庫県
747,AREAM3588,淡路島,AREAL3588,淡路島,PREF28,兵庫県
748,AREAM3587,明石,AREAL3587,明石・神戸市西区,PREF28,兵庫県
749,AREAM3589,三木・小野,AREAL3587,明石・神戸市西区,PREF28,兵庫県
750,AREAM3526,神戸市西区,AREAL3587,明石・神戸市西区,PREF28,兵庫県
751,AREAM3590,丹波・城崎,AREAL3586,丹波・城崎北部,PREF28,兵庫県
752,AREAM3602,奈良市,AREAL3601,奈良市・大和郡山・天理,PREF29,奈良県
753,AREAM3859,大和郡山,AREAL3601,奈良市・大和郡山・天理,PREF29,奈良県
754,AREAM3607,天理,AREAL3601,奈良市・大和郡山・天理,PREF29,奈良県
755,AREAM3603,桜井・宇陀,AREAL3603,桜井・宇陀,PREF29,奈良県
756,AREAM3858,生駒,AREAL3602,生駒,PREF29,奈良県
757,AREAM3604,王寺・広陵・香芝,AREAL3604,王寺・広陵・香芝,PREF29,奈良県
758,AREAM3622,吉野・五條・十津川,AREAL3600,吉野・五條・十津川,PREF29,奈良県
759,AREAM3606,曽爾・川上・下北山,AREAL3606,曽爾・川上・下北山,PREF29,奈良県
760,AREAM3860,近江八幡,AREAL3703,近江八幡,PREF25,滋賀県
761,AREAM3705,甲賀・湖南,AREAL3705,甲賀・湖南,PREF25,滋賀県
762,AREAM3706,東近江・日野,AREAL3706,東近江・日野,PREF25,滋賀県
763,AREAM3702,大津市南部,AREAL3701,大津市,PREF25,滋賀県
764,AREAM3711,大津市北部,AREAL3701,大津市,PREF25,滋賀県
765,AREAM3707,高島,AREAL3707,高島,PREF25,滋賀県
766,AREAM3722,長浜・米原,AREAL3708,長浜・米原,PREF25,滋賀県
767,AREAM3861,彦根・多賀・愛荘,AREAL3702,彦根・多賀・愛荘,PREF25,滋賀県
768,AREAM3802,和歌山市,AREAL3800,和歌山市,PREF30,和歌山県
769,AREAM3862,海南,AREAL3804,海南,PREF30,和歌山県
770,AREAM3812,岩出・紀の川・橋本,AREAL3803,岩出・紀の川・橋本,PREF30,和歌山県
771,AREAM3811,有田・湯浅・みなべ,AREAL3801,有田・湯浅・みなべ,PREF30,和歌山県
772,AREAM3822,田辺・白浜・すさみ,AREAL3805,田辺・白浜・すさみ,PREF30,和歌山県
773,AREAM3863,新宮・串本,AREAL3802,新宮・串本,PREF30,和歌山県
774,AREAM7202,岡山市,AREAL7200,岡山市,PREF33,岡山県
775,AREAM7231,美咲,AREAL7203,津山・美咲,PREF33,岡山県
776,AREAM7232,津山,AREAL7203,津山・美咲,PREF33,岡山県
777,AREAM7303,広島市,AREAL7300,広島市,PREF34,広島県
778,AREAM7320,廿日市市・大竹市,AREAL7315,廿日市市・大竹市・宮島,PREF34,広島県
779,AREAM7312,宮島,AREAL7315,廿日市市・大竹市・宮島,PREF34,広島県
780,AREAM7322,西条・東広島,AREAL7322,東広島・呉・竹原,PREF34,広島県
781,AREAM7433,竹原,AREAL7322,東広島・呉・竹原,PREF34,広島県
782,AREAM7323,呉,AREAL7322,東広島・呉・竹原,PREF34,広島県
783,AREAM7332,福山・府中,AREAL7332,福山・尾道・三原,PREF34,広島県
784,AREAM7333,尾道,AREAL7332,福山・尾道・三原,PREF34,広島県
785,AREAM7434,三原,AREAL7332,福山・尾道・三原,PREF34,広島県
786,AREAM7342,庄原・神石,AREAL7342,県北・三次,PREF34,広島県
787,AREAM7343,三次・世羅,AREAL7342,県北・三次,PREF34,広島県
788,AREAM7344,安芸高田・山県郡,AREAL7342,県北・三次,PREF34,広島県
789,AREAM7212,倉敷,AREAL7201,倉敷,PREF33,岡山県
790,AREAM7222,赤磐・瀬戸内・備前,AREAL7202,赤磐・瀬戸内・備前,PREF33,岡山県
791,AREAM7242,井原・笠岡・浅口,AREAL7204,井原・笠岡・浅口,PREF33,岡山県
792,AREAM7252,総社・高梁・吉備中央,AREAL7205,総社・高梁・吉備中央,PREF33,岡山県
793,AREAM7262,美作・奈義・勝央,AREAL7206,美作・奈義・勝央,PREF33,岡山県
794,AREAM7272,新見・真庭,AREAL7207,新見・真庭,PREF33,岡山県
795,AREAM7437,下関,AREAL7403,下関,PREF35,山口県
796,AREAM7432,宇部,AREAL7408,宇部・山陽小野田,PREF35,山口県
797,AREAM7427,山陽小野田,AREAL7408,宇部・山陽小野田,PREF35,山口県
798,AREAM7422,萩,AREAL7402,萩・美祢,PREF35,山口県
799,AREAM7426,美祢,AREAL7402,萩・美祢,PREF35,山口県
800,AREAM7425,長門,AREAL7407,長門,PREF35,山口県
801,AREAM7412,山口市,AREAL7401,山口市,PREF35,山口県
802,AREAM7435,防府,AREAL7405,防府,PREF35,山口県
803,AREAM7436,周南,AREAL7406,周南・下松,PREF35,山口県
804,AREAM7424,下松,AREAL7406,周南・下松,PREF35,山口県
805,AREAM7402,岩国,AREAL7400,岩国,PREF35,山口県
806,AREAM7423,光市・柳井・周防大島,AREAL7404,光市・柳井・周防大島,PREF35,山口県
807,AREAM7152,松江,AREAL7150,松江,PREF32,島根県
808,AREAM7438,出雲,AREAL7153,出雲,PREF32,島根県
809,AREAM7154,雲南・飯南・奥出雲,AREAL7154,雲南・飯南・奥出雲,PREF32,島根県
810,AREAM7155,安来,AREAL7155,安来,PREF32,島根県
811,AREAM7156,大田・美郷・邑南,AREAL7156,大田・美郷・邑南,PREF32,島根県
812,AREAM7172,浜田・江津,AREAL7152,浜田・江津,PREF32,島根県
813,AREAM7157,津和野・益田・吉賀,AREAL7157,津和野・益田・吉賀,PREF32,島根県
814,AREAM7162,隠岐,AREAL7151,隠岐,PREF32,島根県
815,AREAM7102,鳥取市,AREAL7100,鳥取市,PREF31,鳥取県
816,AREAM7132,八頭・若桜・智頭,AREAL7102,八頭・若桜・智頭,PREF31,鳥取県
817,AREAM7112,倉吉・湯梨浜・琴浦,AREAL7101,倉吉・湯梨浜・琴浦,PREF31,鳥取県
818,AREAM7103,米子,AREAL7103,米子,PREF31,鳥取県
819,AREAM7104,境港,AREAL7104,境港,PREF31,鳥取県
820,AREAM7105,大山・伯耆・南部,AREAL7105,大山・伯耆・南部,PREF31,鳥取県
821,AREAM7106,日南・日野・江府,AREAL7106,日南・日野・江府,PREF31,鳥取県
822,AREAM7803,伊予・砥部,AREAL7803,伊予・砥部,PREF38,愛媛県
823,AREAM7812,今治,AREAL7805,今治,PREF38,愛媛県
824,AREAM7821,鬼北,AREAL7802,鬼北・宇和島・愛南,PREF38,愛媛県
825,AREAM7822,宇和島,AREAL7802,鬼北・宇和島・愛南,PREF38,愛媛県
826,AREAM7602,徳島市,AREAL7600,徳島市,PREF36,徳島県
827,AREAM7603,美馬・吉野川・石井,AREAL7602,美馬・吉野川・石井,PREF36,徳島県
828,AREAM7604,三好,AREAL7603,三好,PREF36,徳島県
829,AREAM7605,小松島,AREAL7604,小松島,PREF36,徳島県
830,AREAM7923,鳴門,AREAL7923,鳴門,PREF36,徳島県
831,AREAM7925,阿波,AREAL7924,阿波,PREF36,徳島県
832,AREAM7612,阿南,AREAL7601,阿南,PREF36,徳島県
833,AREAM7607,那賀・勝浦,AREAL7607,那賀・勝浦,PREF36,徳島県
834,AREAM7608,美波・牟岐・海陽,AREAL7608,美波・牟岐・海陽,PREF36,徳島県
835,AREAM7802,松山,AREAL7800,松山,PREF38,愛媛県
836,AREAM7804,久万高原・東温,AREAL7804,久万高原・東温,PREF38,愛媛県
837,AREAM7805,西条,AREAL7801,西条・新居浜・四国中央,PREF38,愛媛県
838,AREAM7924,新居浜,AREAL7801,西条・新居浜・四国中央,PREF38,愛媛県
839,AREAM7806,四国中央,AREAL7801,西条・新居浜・四国中央,PREF38,愛媛県
840,AREAM7807,八幡浜・大洲・西予,AREAL7806,八幡浜・大洲・西予,PREF38,愛媛県
841,AREAM7702,高松,AREAL7700,高松,PREF37,香川県
842,AREAM7712,三木・さぬき・東かがわ,AREAL7701,三木・さぬき・東かがわ,PREF37,香川県
843,AREAM7703,三豊・観音寺,AREAL7704,三豊・観音寺,PREF37,香川県
844,AREAM7722,坂出,AREAL7702,坂出・丸亀・善通寺,PREF37,香川県
845,AREAM7704,丸亀,AREAL7702,坂出・丸亀・善通寺,PREF37,香川県
846,AREAM7705,多度津・善通寺・琴平,AREAL7702,坂出・丸亀・善通寺,PREF37,香川県
847,AREAM7706,綾川・まんのう,AREAL7702,坂出・丸亀・善通寺,PREF37,香川県
848,AREAM7732,小豆島・直島,AREAL7703,小豆島・直島,PREF37,香川県
849,AREAM7912,高知市,AREAL7901,高知市,PREF39,高知県
850,AREAM7903,南国・香南・香美,AREAL7903,南国・香南・香美,PREF39,高知県
851,AREAM7904,大豊・本山・土佐町,AREAL7904,大豊・本山・土佐町,PREF39,高知県
852,AREAM7914,土佐・須崎・いの町,AREAL7905,土佐・須崎・いの町,PREF39,高知県
853,AREAM7906,仁淀川・越知・佐川,AREAL7906,仁淀川・越知・佐川,PREF39,高知県
854,AREAM7902,安芸・室戸,AREAL7900,安芸・室戸,PREF39,高知県
855,AREAM7907,梼原・津野・四万十町,AREAL7907,梼原・津野・四万十町,PREF39,高知県
856,AREAM7922,四万十市・土佐清水,AREAL7902,四万十市・土佐清水,PREF39,高知県
857,AREAM7908,宿毛,AREAL7908,宿毛,PREF39,高知県
858,AREAM5012,天神,AREAL5010,天神・親富孝,PREF40,福岡県
859,AREAM5014,大名,AREAL5011,大名・赤坂・今泉,PREF40,福岡県
860,AREAM5016,赤坂,AREAL5011,大名・赤坂・今泉,PREF40,福岡県
861,AREAM5022,今泉,AREAL5011,大名・赤坂・今泉,PREF40,福岡県
862,AREAM5024,警固,AREAL5020,警固・薬院,PREF40,福岡県
863,AREAM5026,薬院,AREAL5020,警固・薬院,PREF40,福岡県
864,AREAM5032,親富孝,AREAL5010,天神・親富孝,PREF40,福岡県
865,AREAM5042,博多,AREAL5040,博多,PREF40,福岡県
866,AREAM5072,高宮・野間,AREAL5070,福岡市南区・大橋,PREF40,福岡県
867,AREAM5076,平尾・清川,AREAL5020,警固・薬院,PREF40,福岡県
868,AREAM5092,百道・藤崎,AREAL5090,西新・百道,PREF40,福岡県
869,AREAM5094,ヤフードーム周辺,AREAL5090,西新・百道,PREF40,福岡県
870,AREAM5096,西新,AREAL5090,西新・百道,PREF40,福岡県
871,AREAM5098,福岡市早良区,AREAL5091,福岡市早良区,PREF40,福岡県
872,AREAM5136,八幡西区・東区,AREAL5130,北九州,PREF40,福岡県
873,AREAM5137,その他北九州市,AREAL5130,北九州,PREF40,福岡県
874,AREAM5144,久留米,AREAL5151,久留米,PREF40,福岡県
875,AREAM5434,太宰府・二日市,AREAL5154,春日・太宰府・筑紫野,PREF40,福岡県
876,AREAM5435,柳川,AREAL5435,大牟田・柳川,PREF40,福岡県
877,AREAM5436,大牟田,AREAL5435,大牟田・柳川,PREF40,福岡県
878,AREAM5074,大橋,AREAL5070,福岡市南区・大橋,PREF40,福岡県
879,AREAM5131,小倉北区,AREAL5130,北九州,PREF40,福岡県
880,AREAM5142,大野城・春日,AREAL5154,春日・太宰府・筑紫野,PREF40,福岡県
881,AREAM5086,その他南区,AREAL5070,福岡市南区・大橋,PREF40,福岡県
882,AREAM5433,小倉南区,AREAL5130,北九州,PREF40,福岡県
883,AREAM5034,大濠,AREAL5030,大濠・六本松・桜坂,PREF40,福岡県
884,AREAM5036,六本松,AREAL5030,大濠・六本松・桜坂,PREF40,福岡県
885,AREAM5038,桜坂・小笹,AREAL5030,大濠・六本松・桜坂,PREF40,福岡県
886,AREAM5052,中洲,AREAL5050,中洲・春吉・川端,PREF40,福岡県
887,AREAM5054,西中洲・春吉,AREAL5050,中洲・春吉・川端,PREF40,福岡県
888,AREAM5062,川端・祇園,AREAL5050,中洲・春吉・川端,PREF40,福岡県
889,AREAM5102,姪浜・小戸,AREAL5100,姪浜・福岡市西区・糸島,PREF40,福岡県
890,AREAM5106,その他西区・糸島,AREAL5100,姪浜・福岡市西区・糸島,PREF40,福岡県
891,AREAM5112,香椎,AREAL5110,香椎・箱崎・その他東区,PREF40,福岡県
892,AREAM5114,箱崎,AREAL5110,香椎・箱崎・その他東区,PREF40,福岡県
893,AREAM5116,その他東区,AREAL5110,香椎・箱崎・その他東区,PREF40,福岡県
894,AREAM5122,別府,AREAL5120,別府・その他城南区,PREF40,福岡県
895,AREAM5124,その他城南区,AREAL5120,別府・その他城南区,PREF40,福岡県
896,AREAM5437,宗像,AREAL5155,宗像・糟屋・筑豊,PREF40,福岡県
897,AREAM5148,筑豊・糟屋郡,AREAL5155,宗像・糟屋・筑豊,PREF40,福岡県
898,AREAM5162,佐賀市,AREAL5150,佐賀市,PREF41,佐賀県
899,AREAM5438,鳥栖・みやき・神埼,AREAL5156,鳥栖・みやき・神埼,PREF41,佐賀県
900,AREAM5152,伊万里・有田,AREAL5157,伊万里・有田,PREF41,佐賀県
901,AREAM5439,唐津・呼子・玄海,AREAL5152,唐津・呼子・玄海,PREF41,佐賀県
902,AREAM5150,多久・小城,AREAL5158,多久・小城,PREF41,佐賀県
903,AREAM5153,武雄,AREAL5153,武雄,PREF41,佐賀県
904,AREAM5151,嬉野・鹿島・太良,AREAL5159,嬉野・鹿島・太良,PREF41,佐賀県
905,AREAM5157,白石・大町・江北町,AREAL5160,白石・大町・江北町,PREF41,佐賀県
906,AREAM5202,長崎市,AREAL5200,長崎市,PREF42,長崎県
907,AREAM5203,西海,AREAL5205,西海,PREF42,長崎県
908,AREAM5204,時津・長与,AREAL5206,時津・長与,PREF42,長崎県
909,AREAM5205,雲仙,AREAL5207,雲仙・島原・南島原,PREF42,長崎県
910,AREAM5206,島原・南島原,AREAL5207,雲仙・島原・南島原,PREF42,長崎県
911,AREAM5207,諫早,AREAL5201,諫早・大村,PREF42,長崎県
912,AREAM5212,大村,AREAL5201,諫早・大村,PREF42,長崎県
913,AREAM5222,佐世保,AREAL5202,佐世保,PREF42,長崎県
914,AREAM5208,波佐見・川棚,AREAL5209,波佐見・川棚,PREF42,長崎県
915,AREAM5209,平戸・松浦,AREAL5210,平戸・松浦,PREF42,長崎県
916,AREAM5232,五島,AREAL5203,五島,PREF42,長崎県
917,AREAM5242,壱岐,AREAL5204,壱岐・対馬,PREF42,長崎県
918,AREAM5210,対馬,AREAL5204,壱岐・対馬,PREF42,長崎県
919,AREAM5252,熊本市,AREAL5250,熊本市,PREF43,熊本県
920,AREAM5262,荒尾・玉名・長洲,AREAL5251,荒尾・玉名・長洲,PREF43,熊本県
921,AREAM5253,山鹿・大津・菊陽,AREAL5256,山鹿・大津・菊陽,PREF43,熊本県
922,AREAM5254,西原・益城・御船,AREAL5257,西原・益城・御船,PREF43,熊本県
923,AREAM5266,宇土・宇城・美里,AREAL5253,宇土・宇城・美里,PREF43,熊本県
924,AREAM5255,水俣・芦北・津奈木,AREAL5258,水俣・芦北・津奈木,PREF43,熊本県
925,AREAM5264,小国・阿蘇・南阿蘇,AREAL5252,小国・阿蘇・南阿蘇,PREF43,熊本県
926,AREAM5270,上天草・天草・苓北,AREAL5255,上天草・天草・苓北,PREF43,熊本県
927,AREAM5268,人吉・球磨・錦町,AREAL5254,人吉・球磨・錦町,PREF43,熊本県
928,AREAM5302,大分市,AREAL5300,大分市,PREF44,大分県
929,AREAM5304,臼杵・津久見,AREAL5304,臼杵・津久見,PREF44,大分県
930,AREAM5308,別府,AREAL5302,別府・湯布院・杵築,PREF44,大分県
931,AREAM5444,湯布院,AREAL5302,別府・湯布院・杵築,PREF44,大分県
932,AREAM5303,杵築,AREAL5302,別府・湯布院・杵築,PREF44,大分県
933,AREAM5312,佐伯,AREAL5301,佐伯,PREF44,大分県
934,AREAM5305,豊後大野,AREAL5305,豊後大野,PREF44,大分県
935,AREAM5306,竹田,AREAL5306,竹田,PREF44,大分県
936,AREAM5322,日田,AREAL5307,日田・玖珠・九重,PREF44,大分県
937,AREAM5323,玖珠・九重,AREAL5307,日田・玖珠・九重,PREF44,大分県
938,AREAM5332,中津,AREAL5303,中津・宇佐・豊後高田,PREF44,大分県
939,AREAM5333,宇佐,AREAL5303,中津・宇佐・豊後高田,PREF44,大分県
940,AREAM5334,豊後高田・国東,AREAL5303,中津・宇佐・豊後高田,PREF44,大分県
941,AREAM5352,宮崎市,AREAL5350,宮崎市,PREF45,宮崎県
942,AREAM5358,小林・えびの・高原町,AREAL5353,小林・えびの・高原町,PREF45,宮崎県
943,AREAM5364,都城・三股,AREAL5354,都城・三股,PREF45,宮崎県
944,AREAM5354,日南・串間,AREAL5351,日南・串間,PREF45,宮崎県
945,AREAM5355,延岡,AREAL5355,延岡・日向・門川,PREF45,宮崎県
946,AREAM5359,日向・門川,AREAL5355,延岡・日向・門川,PREF45,宮崎県
947,AREAM5362,高鍋・西都・都農,AREAL5352,高鍋・西都・都農,PREF45,宮崎県
948,AREAM5356,五ヶ瀬・高千穂・日之影,AREAL5356,五ヶ瀬・高千穂・日之影,PREF45,宮崎県
949,AREAM5357,美郷・椎葉・西米良,AREAL5357,美郷・椎葉・西米良,PREF45,宮崎県
950,AREAM5402,鹿児島市,AREAL5400,鹿児島市,PREF46,鹿児島県
951,AREAM5404,いちき串木野・日置,AREAL5404,いちき串木野・日置,PREF46,鹿児島県
952,AREAM5405,枕崎・南さつま,AREAL5405,枕崎・南さつま・指宿,PREF46,鹿児島県
953,AREAM5403,指宿・南九州,AREAL5405,枕崎・南さつま・指宿,PREF46,鹿児島県
